# This is CartPole simulation from 15.07.2021 at time 19:10:43
# Done with git-revision: 603d21962bca5d3a642044a4cd2195dda129ea73
#
# Length of experiment: 8.56 s
#
# Time intervals dt:
# Simulation: 0.002 s
# Controller update: 0.02 s
# Saving: 0.02 s
#
# Controller: mppi
#
# Parameters:
# m: 0.087
# M: 0.23
# L: 0.1975
# u_max: 6.21
# M_fric: 6.34
# J_fric: 0.00025
# v_max: 0.8
# TrackHalfLength: 0.198
# controlDisturbance: 0.0
# controlBias: 0.0
# sensorNoise: 0.0
# g: 9.81
# k: 1.3333333333333333
#
# Data:
time,angle,angleD,angleDD,angle_cos,angle_sin,position,positionD,positionDD,Q,u,target_position
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.020000000000000004,0.0,0.0,-4.737727649024247,1.0,0.0,0.0,0.0,-2.183302921408788,-0.09834155,-0.610701,0.09834154381765764
0.04000000000000002,-0.00075766334,-0.07766001,-1.6068284939681008,0.9999997,-0.0007576633,-0.00034906977,-0.035758078,-0.7341776346197678,-0.06953805,-0.4318313,0.09834154381765764
0.06000000000000004,-0.0025698876,-0.10438128,-0.0701432585802111,0.9999967,-0.0025698848,-0.0011817028,-0.04779866,-0.008632526019469696,-0.049045935,-0.30457526,0.09834154381765764
0.08000000000000006,-0.0046721613,-0.106164806,0.6423540614608049,0.9999891,-0.004672144,-0.0021391774,-0.047961902,0.34031096009246653,-0.033371646,-0.20723793,0.09834154381765764
0.10000000000000007,-0.0066971034,-0.09643893,0.9327577273029075,0.9999776,-0.006697053,-0.0030441296,-0.04241058,0.4941518845009226,-0.02065455,-0.12826476,0.09834154381765764
0.12000000000000009,-0.008481735,-0.082068525,1.0106686725714817,0.99996406,-0.008481634,-0.003813448,-0.03433766,0.5477802785549676,-0.009890592,-0.061420575,0.09834154381765764
0.1400000000000001,-0.009966946,-0.066498786,0.9850096673576476,0.99995035,-0.009966781,-0.004412717,-0.025383443,0.5507592429304901,-0.00052579667,-0.0032651974,0.09834154381765764
0.16000000000000011,-0.011145154,-0.051399253,0.9120704493046199,0.9999379,-0.011144923,-0.0048324075,-0.0163772,0.5289291887629768,0.007756509,0.04816792,0.09834154381765764
0.18000000000000013,-0.012033203,-0.037523206,0.8206648256997013,0.9999276,-0.012032912,-0.005075446,-0.0077253454,0.49572254428136103,0.015147345,0.09406501,0.09834154381765764
0.20000000000000015,-0.012658417,-0.025156053,0.7252808868630479,0.9999199,-0.012658079,-0.00515074,0.00038554292,0.4580800715189532,0.021770442,0.13519445,0.09834154381765764
0.22000000000000017,-0.013051534,-0.01434903,0.6329634659232466,0.9999148,-0.013051163,-0.00506982,0.007882503,0.41954956234522106,0.027712924,0.17209727,0.09834154381765764
0.24000000000000019,-0.013243203,-0.0050404817,0.5469078846758226,0.9999123,-0.013242816,-0.004845109,0.014750666,0.38190557577854056,0.033041365,0.20518687,0.09834154381765764
0.2600000000000002,-0.013262336,0.0028815197,0.4683366000831975,0.9999121,-0.013261948,-0.004489042,0.02100424,0.3459971840785839,0.037810225,0.2348015,0.09834154381765764
0.2800000000000002,-0.013135426,0.009547171,0.3974819468633196,0.99991375,-0.013135048,-0.004013635,0.026671363,0.3121935991263923,0.042066447,0.26123264,0.09834154381765764
0.3000000000000002,-0.01288633,0.0150889885,0.33409008944620794,0.999917,-0.012885973,-0.0034302836,0.031786244,0.28061408891308326,0.045851752,0.28473938,0.09834154381765764
0.32000000000000023,-0.012536306,0.019634029,0.27769169970513996,0.99992144,-0.012535977,-0.0027496766,0.03638508,0.2512529466843973,0.0492041,0.30555746,0.09834154381765764
0.34000000000000025,-0.01210415,0.023300564,0.22772736578941136,0.99992675,-0.012103855,-0.001981782,0.04050399,0.22403861606274053,0.05215826,0.3239028,0.09834154381765764
0.36000000000000026,-0.011606384,0.026196724,0.183625458476271,0.99993265,-0.011606123,-0.0011358563,0.04417796,0.19887136186332022,0.054746445,0.33997542,0.09834154381765764
0.3800000000000003,-0.01105747,0.028420454,0.14482924546245643,0.99993885,-0.011057245,-0.00022047134,0.047440346,0.17563796909338766,0.056998473,0.3539605,0.09834154381765764
0.4000000000000003,-0.010470004,0.030059865,0.11081813906427804,0.99994516,-0.010469813,0.0007564494,0.050322693,0.1542233820764856,0.05894211,0.3660305,0.09834154381765764
0.4200000000000003,-0.009854899,0.031193938,0.08110402190032018,0.9999514,-0.0098547395,0.0017875952,0.05285467,0.13451083583375065,0.060603037,0.37634486,0.09834154381765764
0.44000000000000034,-0.009221574,0.031893123,0.05524274065065443,0.9999575,-0.009221444,0.0028662304,0.055064034,0.11638905048682714,0.06200515,0.385052,0.09834154381765764
0.46000000000000035,-0.008578117,0.03222017,0.03283003971259531,0.9999632,-0.008578012,0.003986156,0.056976758,0.09975193868720444,0.06317066,0.3922898,0.09834154381765764
0.48000000000000037,-0.00793142,0.032230847,0.013494158223254726,0.9999685,-0.007931337,0.0051416764,0.058617074,0.08449658682481635,0.06412008,0.39818567,0.09834154381765764
0.5000000000000003,-0.0072873235,0.031974517,-0.0030975610461896315,0.9999735,-0.0072872587,0.006327564,0.060007557,0.07052763842513467,0.06487251,0.4028583,0.09834154381765764
0.5200000000000004,-0.0066507366,0.031494845,-0.01724846928296224,0.9999779,-0.0066506877,0.007539027,0.06116921,0.057754099028947896,0.06544559,0.4064171,0.09834154381765764
0.5400000000000004,-0.0060257446,0.030830331,-0.029231757109254054,0.9999818,-0.0060257083,0.008771681,0.062121566,0.04609064336488081,0.06585566,0.40896365,0.09834154381765764
0.5600000000000004,-0.005415706,0.030014839,-0.03929423220279422,0.99998534,-0.0054156794,0.010021517,0.06288277,0.035456951483601944,0.06611783,0.41059172,0.09834154381765764
0.5800000000000004,-0.0048233434,0.029078066,-0.047657304716736765,0.9999884,-0.0048233247,0.011284877,0.06346967,0.025778120309744378,0.066246085,0.4113882,0.09834154381765764
0.6000000000000004,-0.004250821,0.028046006,-0.05452312050960535,0.99999094,-0.0042508086,0.012558426,0.06389786,0.016982575995792074,0.06625325,0.4114327,0.09834154381765764
0.6200000000000004,-0.003699816,0.026941279,-0.06007294883940027,0.99999315,-0.0036998077,0.013839133,0.06418179,0.009003546422344473,0.06615118,0.41079882,0.09834154381765764
0.6400000000000005,-0.003171581,0.025783489,-0.06446690399482556,0.999995,-0.0031715757,0.01512424,0.06433481,0.00177980999103688,0.06595082,0.40955457,0.09834154381765764
0.6600000000000005,-0.0026670042,0.0245896,-0.06784784414043576,0.9999964,-0.002667001,0.016411249,0.0643693,-0.004745515487101579,0.06566229,0.4077628,0.09834154381765764
0.6800000000000005,-0.0021866565,0.023374248,-0.07034801827782033,0.9999976,-0.0021866548,0.017697904,0.06429667,-0.010627566546065394,0.065294795,0.40548068,0.09834154381765764
